numeroCirconscription,nomCirconscription,nbBureauComplete,nbBureauTotal,nbVoteValide,nbVoteRejete,nbVoteExerce,nbElecteurInscrit,tauxVoteValide,tauxVoteRejete,tauxParticipation,numeroCandidat,nomCandidat,prenomCandidat,numeroPartiPolitique,abreviationPartiPolitique,nbVoteTotal,tauxVote,nbVoteAvance
826,Côte-du-Sud,192,192,33792,445,34237,50010,98.7,1.3,68.46,2876,Forget,Michel,8,P.Q.,4316,12.77,0
826,Côte-du-Sud,192,192,33792,445,34237,50010,98.7,1.3,68.46,2563,Dufour,Guillaume,40,Q.S.,3154,9.33,0
826,Côte-du-Sud,192,192,33792,445,34237,50010,98.7,1.3,68.46,2832,Lemieux,Sylvain,6,P.L.Q./Q.L.P.,2132,6.31,0
826,Côte-du-Sud,192,192,33792,445,34237,50010,98.7,1.3,68.46,2568,Cloutier,Sylvain,29,E.A.,164,0.49,0
320,D'Arcy-McGee,190,190,25866,273,26139,55044,98.96,1.04,47.49,2777,Prass,Elisabeth,6,P.L.Q./Q.L.P.,13298,51.41,7621
320,D'Arcy-McGee,190,190,25866,273,26139,55044,98.96,1.04,47.49,2380,Feigenbaum,Bonnie,22,P.C.Q-E.E.D.,5677,21.95,0
320,D'Arcy-McGee,190,190,25866,273,26139,55044,98.96,1.04,47.49,2372,Pilavci,Hilal,40,Q.S.,2203,8.52,0
320,D'Arcy-McGee,190,190,25866,273,26139,55044,98.96,1.04,47.49,2304,Leblanc,Junlian,27,C.A.Q.-E.F.L.,1529,5.91,0
320,D'Arcy-McGee,190,190,25866,273,26139,55044,98.96,1.04,47.49,2688,Perez,Marc,99263,P.C.Q./C.P.Q,1285,4.97,0
320,D'Arcy-McGee,190,190,25866,273,26139,55044,98.96,1.04,47.49,2735,Lafontaine,Renée-Claude,8,P.Q.,648,2.51,0
320,D'Arcy-McGee,190,190,25866,273,26139,55044,98.96,1.04,47.49,2731,Debellefeuille,Joel,99285,B.M.-E.B.H.,613,2.37,0
320,D'Arcy-McGee,190,190,25866,273,26139,55044,98.96,1.04,47.49,2288,Seck,Moussa,10,P.V.Q./G.P.Q.,547,2.11,0
320,D'Arcy-McGee,190,190,25866,273,26139,55044,98.96,1.04,47.49,2721,Johnston,Diane,7,P.M.L.Q.,66,0.26,0
508,Deux-Montagnes,165,165,33675,505,34180,49195,98.52,1.48,69.48,2222,Charette,Benoît,27,C.A.Q.-E.F.L.,15854,47.08,10077
508,Deux-Montagnes,165,165,33675,505,34180,49195,98.52,1.48,69.48,2647,Lalonde,Guillaume,8,P.Q.,5777,17.16,0
508,Deux-Montagnes,165,165,33675,505,34180,49195,98.52,1.48,69.48,2476,Côté,Olivier,40,Q.S.,4766,14.15,0
508,Deux-Montagnes,165,165,33675,505,34180,49195,98.52,1.48,69.48,2815,Allaire,Marc,6,P.L.Q./Q.L.P.,3460,10.27,0
508,Deux-Montagnes,165,165,33675,505,34180,49195,98.52,1.48,69.48,2655,Baril,Isabelle,22,P.C.Q-E.E.D.,3308,9.82,0
508,Deux-Montagnes,165,165,33675,505,34180,49195,98.52,1.48,69.48,2767,Tagodoe,Amavi,10,P.V.Q./G.P.Q.,317,0.94,0
508,Deux-Montagnes,165,165,33675,505,34180,49195,98.52,1.48,69.48,2608,Courteau,Hélèna,99237,C.Q.,119,0.35,0
508,Deux-Montagnes,165,165,33675,505,34180,49195,98.52,1.48,69.48,2966,Dubois-Massey,Dominique,99275,U.F.F.,74,0.22,0
138,Drummond-Bois-Francs,177,177,36302,641,36943,53078,98.26,1.74,69.6,2444,Schneeberger,Sébastien,27,C.A.Q.-E.F.L.,18747,51.64,12433
138,Drummond-Bois-Francs,177,177,36302,641,36943,53078,98.26,1.74,69.6,2451,Cournoyer,Myriam,22,P.C.Q-E.E.D.,6314,17.39,0
138,Drummond-Bois-Francs,177,177,36302,641,36943,53078,98.26,1.74,69.6,2911,Couture-Picard,Emrick,8,P.Q.,5462,15.05,0
138,Drummond-Bois-Francs,177,177,36302,641,36943,53078,98.26,1.74,69.6,2684,Martel,Tony,40,Q.S.,3866,10.65,0
138,Drummond-Bois-Francs,177,177,36302,641,36943,53078,98.26,1.74,69.6,2945,Poirier,Pierre,6,P.L.Q./Q.L.P.,1455,4.01,0
138,Drummond-Bois-Francs,177,177,36302,641,36943,53078,98.26,1.74,69.6,2685,Beauchesne,Marco,10,P.V.Q./G.P.Q.,367,1.01,0
138,Drummond-Bois-Francs,177,177,36302,641,36943,53078,98.26,1.74,69.6,2924,Therion,Steve,29,E.A.,91,0.25,0
914,Dubuc,146,146,26781,396,27177,41779,98.54,1.46,65.05,2264,Tremblay,François,27,C.A.Q.-E.F.L.,15427,57.6,10728
914,Dubuc,146,146,26781,396,27177,41779,98.54,1.46,65.05,2212,Simard,Émile,8,P.Q.,4699,17.55,0
914,Dubuc,146,146,26781,396,27177,41779,98.54,1.46,65.05,2769,Pageau,Tommy,22,P.C.Q-E.E.D.,2956,11.04,0
914,Dubuc,146,146,26781,396,27177,41779,98.54,1.46,65.05,2514,Brillant,Andrée-Anne,40,Q.S.,2833,10.58,0
914,Dubuc,146,146,26781,396,27177,41779,98.54,1.46,65.05,2981,Nkuni,Berry Zinga,6,P.L.Q./Q.L.P.,666,2.49,0
914,Dubuc,146,146,26781,396,27177,41779,98.54,1.46,65.05,2322,Simard,Gilbert,99237,C.Q.,200,0.75,0
902,Duplessis,158,158,19463,282,19745,37108,98.57,1.43,53.21,2459,Champagne Jourdain,Kateri,27,C.A.Q.-E.F.L.,8785,45.14,3960
902,Duplessis,158,158,19463,282,19745,37108,98.57,1.43,53.21,2172,Vanier,Marilou,8,P.Q.,4825,24.79,0
902,Duplessis,158,158,19463,282,19745,37108,98.57,1.43,53.21,2804,Stea,Roberto,22,P.C.Q-E.E.D.,3059,15.72,0
902,Duplessis,158,158,19463,282,19745,37108,98.57,1.43,53.21,3036,Mestokosho,Uapukun,40,Q.S.,1821,9.36,0
902,Duplessis,158,158,19463,282,19745,37108,98.57,1.43,53.21,2689,Khuon,Chamroeun,6,P.L.Q./Q.L.P.,783,4.02,0
902,Duplessis,158,158,19463,282,19745,37108,98.57,1.43,53.21,2611,Gélineau,Jacques,99237,C.Q.,190,0.98,0
466,Fabre,177,177,34307,390,34697,55468,98.88,1.12,62.55,2259,Abou-Khalil,Alice,27,C.A.Q.-E.F.L.,10912,31.81,306
466,Fabre,177,177,34307,390,34697,55468,98.88,1.12,62.55,2242,Baudelot,Sonia,6,P.L.Q./Q.L.P.,10606,30.91,0
466,Fabre,177,177,34307,390,34697,55468,98.88,1.12,62.55,2555,Turmel,Stéphane,22,P.C.Q-E.E.D.,5205,15.17,0
466,Fabre,177,177,34307,390,34697,55468,98.88,1.12,62.55,2428,Léger,Jessy,40,Q.S.,3820,11.13,0
466,Fabre,177,177,34307,390,34697,55468,98.88,1.12,62.55,2788,Dansereau-Redhead,Catherine,8,P.Q.,3346,9.75,0
466,Fabre,177,177,34307,390,34697,55468,98.88,1.12,62.55,2888,Buchanan,Lynn,10,P.V.Q./G.P.Q.,418,1.22,0
854,Gaspé,134,134,18219,185,18404,30190,98.99,1.01,60.96,2699,Sainte-Croix,Stéphane,27,C.A.Q.-E.F.L.,7542,41.4,710
854,Gaspé,134,134,18219,185,18404,30190,98.99,1.01,60.96,2258,Perry Mélançon,Méganne,8,P.Q.,6832,37.5,0
854,Gaspé,134,134,18219,185,18404,30190,98.99,1.01,60.96,2791,Bonnier Viger,Yv,40,Q.S.,1634,8.97,0
854,Gaspé,134,134,18219,185,18404,30190,98.99,1.01,60.96,2887,Marin,Michel,6,P.L.Q./Q.L.P.,1255,6.89,0
854,Gaspé,134,134,18219,185,18404,30190,98.99,1.01,60.96,2806,Bouchard,Pier-Luc,22,P.C.Q-E.E.D.,956,5.25,0
614,Gatineau,217,217,36491,383,36874,62726,98.96,1.04,58.79,2510,Bussière,Robert,27,C.A.Q.-E.F.L.,17055,46.74,9918
614,Gatineau,217,217,36491,383,36874,62726,98.96,1.04,58.79,2728,Green,Caryl,6,P.L.Q./Q.L.P.,7137,19.56,0
614,Gatineau,217,217,36491,383,36874,62726,98.96,1.04,58.79,2803,Avalos,Laura,40,Q.S.,4415,12.1,0
614,Gatineau,217,217,36491,383,36874,62726,98.96,1.04,58.79,2429,Jammal,Joëlle,22,P.C.Q-E.E.D.,3927,10.76,0
614,Gatineau,217,217,36491,383,36874,62726,98.96,1.04,58.79,3008,Déry,Raphaël,8,P.Q.,3542,9.71,0
614,Gatineau,217,217,36491,383,36874,62726,98.96,1.04,58.79,2947,Velasquez,Danilo,99263,P.C.Q./C.P.Q,327,0.9,0
614,Gatineau,217,217,36491,383,36874,62726,98.96,1.04,58.79,3051,Dupuis,Robert,99286,D.D.,88,0.24,0
346,Gouin,147,147,29078,256,29334,42164,99.13,0.87,69.57,2637,Nadeau-Dubois,Gabriel,40,Q.S.,17283,59.44,13321
346,Gouin,147,147,29078,256,29334,42164,99.13,0.87,69.57,2878,Delorme,Vincent,8,P.Q.,3962,13.63,0
346,Gouin,147,147,29078,256,29334,42164,99.13,0.87,69.57,2710,Pelletier,Catherine,27,C.A.Q.-E.F.L.,3596,12.37,0
346,Gouin,147,147,29078,256,29334,42164,99.13,0.87,69.57,2931,Ikhouane,Rita,6,P.L.Q./Q.L.P.,2444,8.4,0
346,Gouin,147,147,29078,256,29334,42164,99.13,0.87,69.57,2679,Paquette Gendron,Jayson,22,P.C.Q-E.E.D.,903,3.11,0
346,Gouin,147,147,29078,256,29334,42164,99.13,0.87,69.57,2971,Vedrines,Valérie,10,P.V.Q./G.P.Q.,602,2.07,0
346,Gouin,147,147,29078,256,29334,42164,99.13,0.87,69.57,3023,Thémis,Chef,42,P.Cu.Q.,199,0.68,0
346,Gouin,147,147,29078,256,29334,42164,99.13,0.87,69.57,3019,Garneau-Bédard,Jean-Benoit,23,P.N.,89,0.31,0
206,Granby,183,183,36971,458,37429,54933,98.78,1.22,68.14,2536,Bonnardel,François,27,C.A.Q.-E.F.L.,21515,58.19,16233
206,Granby,183,183,36971,458,37429,54933,98.78,1.22,68.14,2579,Legault,Anne-Sophie,40,Q.S.,5282,14.29,0
206,Granby,183,183,36971,458,37429,54933,98.78,1.22,68.14,2570,Bouthillier,Guy,8,P.Q.,4378,11.84,0
206,Granby,183,183,36971,458,37429,54933,98.78,1.22,68.14,2650,Bernier,Stéphane,22,P.C.Q-E.E.D.,3737,10.11,0
206,Granby,183,183,36971,458,37429,54933,98.78,1.22,68.14,2642,Lamarre,Penny,6,P.L.Q./Q.L.P.,1758,4.76,0
206,Granby,183,183,36971,458,37429,54933,98.78,1.22,68.14,2782,Wisniowski,Andrzej,10,P.V.Q./G.P.Q.,263,0.71,0
206,Granby,183,183,36971,458,37429,54933,98.78,1.22,68.14,2877,Paquin,Jimmy,29,E.A.,38,0.1,0
502,Groulx,183,183,36507,422,36929,53902,98.86,1.14,68.51,2356,Girard,Eric,27,C.A.Q.-E.F.L.,17431,47.75,11512
502,Groulx,183,183,36507,422,36929,53902,98.86,1.14,68.51,2491,Aubertin,Marie-Noëlle,40,Q.S.,5919,16.21,0
502,Groulx,183,183,36507,422,36929,53902,98.86,1.14,68.51,2910,Craig-Larouche,Jeanne,8,P.Q.,5588,15.31,0
502,Groulx,183,183,36507,422,36929,53902,98.86,1.14,68.51,2894,Medaino-Tardif,Audrey,6,P.L.Q./Q.L.P.,4024,11.02,0
502,Groulx,183,183,36507,422,36929,53902,98.86,1.14,68.51,2490,Messore,Valerie,22,P.C.Q-E.E.D.,3177,8.7,0
502,Groulx,183,183,36507,422,36929,53902,98.86,1.14,68.51,2824,Shahsavar-Arshad,Victoria,10,P.V.Q./G.P.Q.,368,1.01,0
352,Hochelaga-Maisonneuve,137,137,25144,319,25463,40699,98.75,1.25,62.56,2297,Leduc,Alexandre,40,Q.S.,12784,50.84,8056
352,Hochelaga-Maisonneuve,137,137,25144,319,25463,40699,98.75,1.25,62.56,2227,McCann,Rebecca,27,C.A.Q.-E.F.L.,4728,18.8,0
352,Hochelaga-Maisonneuve,137,137,25144,319,25463,40699,98.75,1.25,62.56,2353,Fogaing,Stephan,8,P.Q.,4015,15.97,0
352,Hochelaga-Maisonneuve,137,137,25144,319,25463,40699,98.75,1.25,62.56,2972,Tchetmi,Line Flore,6,P.L.Q./Q.L.P.,1957,7.78,0
352,Hochelaga-Maisonneuve,137,137,25144,319,25463,40699,98.75,1.25,62.56,2432,Poudrier,Louise,22,P.C.Q-E.E.D.,1161,4.62,0
352,Hochelaga-Maisonneuve,137,137,25144,319,25463,40699,98.75,1.25,62.56,3010,Chouchene,Wejden,10,P.V.Q./G.P.Q.,337,1.34,0
352,Hochelaga-Maisonneuve,137,137,25144,319,25463,40699,98.75,1.25,62.56,2906,Strayer,James,99237,C.Q.,84,0.33,0
352,Hochelaga-Maisonneuve,137,137,25144,319,25463,40699,98.75,1.25,62.56,2630,Dandenault,Christine,7,P.M.L.Q.,78,0.31,0
602,Hull,193,193,31925,375,32300,55751,98.84,1.16,57.94,2355,Tremblay,Suzanne,27,C.A.Q.-E.F.L.,11060,34.64,2784
602,Hull,193,193,31925,375,32300,55751,98.84,1.16,57.94,2449,Gaudreault,Maryse,6,P.L.Q./Q.L.P.,8276,25.92,0
602,Hull,193,193,31925,375,32300,55751,98.84,1.16,57.94,2591,Perron-Dufour,Mathieu,40,Q.S.,6623,20.75,0
602,Hull,193,193,31925,375,32300,55751,98.84,1.16,57.94,2508,Pellerin-Forget,Camille,8,P.Q.,3122,9.78,0
602,Hull,193,193,31925,375,32300,55751,98.84,1.16,57.94,2853,Couture,Lise,22,P.C.Q-E.E.D.,2189,6.86,0
602,Hull,193,193,31925,375,32300,55751,98.84,1.16,57.94,2725,Jemmah,Rachid,10,P.V.Q./G.P.Q.,655,2.05,0
216,Huntingdon,158,158,29294,384,29678,46178,98.71,1.29,64.27,2716,Mallette,Carole,27,C.A.Q.-E.F.L.,13664,46.64,9450
216,Huntingdon,158,158,29294,384,29678,46178,98.71,1.29,64.27,2711,Poissant,Jean-Claude,6,P.L.Q./Q.L.P.,4214,14.39,0
216,Huntingdon,158,158,29294,384,29678,46178,98.71,1.29,64.27,2831,Gagnon,François,22,P.C.Q-E.E.D.,3923,13.39,0
216,Huntingdon,158,158,29294,384,29678,46178,98.71,1.29,64.27,2994,Leblanc,Nathan,8,P.Q.,3522,12.02,0
216,Huntingdon,158,158,29294,384,29678,46178,98.71,1.29,64.27,2856,Perras,Emmanuelle,40,Q.S.,3265,11.15,0
216,Huntingdon,158,158,29294,384,29678,46178,98.71,1.29,64.27,2855,Bro,José,10,P.V.Q./G.P.Q.,367,1.25,0
216,Huntingdon,158,158,29294,384,29678,46178,98.71,1.29,64.27,3018,Frizzell,Raymond,99263,P.C.Q./C.P.Q,339,1.16,0
210,Iberville,169,169,34288,564,34852,49629,98.38,1.62,70.23,2325,Bogemans,Audrey,27,C.A.Q.-E.F.L.,18223,53.15,12996
210,Iberville,169,169,34288,564,34852,49629,98.38,1.62,70.23,2540,Côté,Jean-Alexandre,8,P.Q.,5227,15.24,0
210,Iberville,169,169,34288,564,34852,49629,98.38,1.62,70.23,2327,Jetten-Vigeant,Philippe,40,Q.S.,4703,13.72,0
210,Iberville,169,169,34288,564,34852,49629,98.38,1.62,70.23,2493,Casabonne,Anne,22,P.C.Q-E.E.D.,3863,11.27,0
210,Iberville,169,169,34288,564,34852,49629,98.38,1.62,70.23,2601,Trinque,Steve,6,P.L.Q./Q.L.P.,1934,5.64,0
210,Iberville,169,169,34288,564,34852,49629,98.38,1.62,70.23,2964,Brassard,Philippe,99237,C.Q.,257,0.75,0
210,Iberville,169,169,34288,564,34852,49629,98.38,1.62,70.23,2802,Cléroux,Jean-Charles,99286,D.D.,81,0.24,0
858,Îles-de-la-Madeleine,53,53,8364,88,8452,11159,98.96,1.04,75.74,2381,Arseneau,Joël,8,P.Q.,3877,46.35,539
858,Îles-de-la-Madeleine,53,53,8364,88,8452,11159,98.96,1.04,75.74,2348,Lapierre,Jonathan,27,C.A.Q.-E.F.L.,3338,39.91,0
858,Îles-de-la-Madeleine,53,53,8364,88,8452,11159,98.96,1.04,75.74,2916,Thériault,Gil,6,P.L.Q./Q.L.P.,606,7.25,0
858,Îles-de-la-Madeleine,53,53,8364,88,8452,11159,98.96,1.04,75.74,2560,Déraspe,Jean-Philippe,40,Q.S.,450,5.38,0
858,Îles-de-la-Madeleine,53,53,8364,88,8452,11159,98.96,1.04,75.74,3000,Leblanc,Evan,22,P.C.Q-E.E.D.,93,1.11,0
310,Jacques-Cartier,163,163,29022,190,29212,46245,99.35,0.65,63.17,2547,Kelley,Gregory,6,P.L.Q./Q.L.P.,18158,62.57,14898
310,Jacques-Cartier,163,163,29022,190,29212,46245,99.35,0.65,63.17,2473,Fortier,Louis-Charles,22,P.C.Q-E.E.D.,3260,11.23,0
310,Jacques-Cartier,163,163,29022,190,29212,46245,99.35,0.65,63.17,2660,Guénard-Chouinard,Rébecca,27,C.A.Q.-E.F.L.,2735,9.42,0
310,Jacques-Cartier,163,163,29022,190,29212,46245,99.35,0.65,63.17,2764,Fischer,Arthur,99263,P.C.Q./C.P.Q,1462,5.04,0
310,Jacques-Cartier,163,163,29022,190,29212,46245,99.35,0.65,63.17,2648,Mathieu,Marie-Ève,40,Q.S.,1456,5.02,0
310,Jacques-Cartier,163,163,29022,190,29212,46245,99.35,0.65,63.17,2282,Beaudet,Virginie,10,P.V.Q./G.P.Q.,1074,3.7,0
310,Jacques-Cartier,163,163,29022,190,29212,46245,99.35,0.65,63.17,2884,Beauregard,Chantal,8,P.Q.,877,3.02,0
736,Jean-Lesage,161,161,30154,419,30573,45399,98.63,1.37,67.34,2504,Zanetti,Sol,40,Q.S.,11390,37.77,1964
736,Jean-Lesage,161,161,30154,419,30573,45399,98.63,1.37,67.34,2405,Gamache,Christiane,27,C.A.Q.-E.F.L.,9426,31.26,0
736,Jean-Lesage,161,161,30154,419,30573,45399,98.63,1.37,67.34,2532,Peter,Denise,22,P.C.Q-E.E.D.,4258,14.12,0
736,Jean-Lesage,161,161,30154,419,30573,45399,98.63,1.37,67.34,2374,Potvin,Michaël,8,P.Q.,3337,11.07,0
736,Jean-Lesage,161,161,30154,419,30573,45399,98.63,1.37,67.34,2889,Robert,Charles,6,P.L.Q./Q.L.P.,1326,4.4,0
736,Jean-Lesage,161,161,30154,419,30573,45399,98.63,1.37,67.34,2383,Bérubé-Simard,Félix-Antoine,10,P.V.Q./G.P.Q.,237,0.79,0
736,Jean-Lesage,161,161,30154,419,30573,45399,98.63,1.37,67.34,3053,Ledoux,Mario,99237,C.Q.,67,0.22,0
736,Jean-Lesage,161,161,30154,419,30573,45399,98.63,1.37,67.34,2445,Moreau,Claude,7,P.M.L.Q.,57,0.19,0
736,Jean-Lesage,161,161,30154,419,30573,45399,98.63,1.37,67.34,2561,Perreault,Lucie,99286,D.D.,56,0.19,0
364,Jeanne-Mance-Viger,165,165,26834,495,27329,49683,98.19,1.81,55.01,2409,Rotiroti,Filomena,6,P.L.Q./Q.L.P.,14471,53.93,10016
364,Jeanne-Mance-Viger,165,165,26834,495,27329,49683,98.19,1.81,55.01,2883,De Martino,Julie,27,C.A.Q.-E.F.L.,4455,16.6,0
364,Jeanne-Mance-Viger,165,165,26834,495,27329,49683,98.19,1.81,55.01,2412,Saad,Chakib,22,P.C.Q-E.E.D.,3113,11.6,0
364,Jeanne-Mance-Viger,165,165,26834,495,27329,49683,98.19,1.81,55.01,2833,Forget,Marie-Josée,40,Q.S.,2858,10.65,0
364,Jeanne-Mance-Viger,165,165,26834,495,27329,49683,98.19,1.81,55.01,3057,Massey,Laurence,8,P.Q.,1122,4.18,0
364,Jeanne-Mance-Viger,165,165,26834,495,27329,49683,98.19,1.81,55.01,2937,Manfredi,Giovanni,99263,P.C.Q./C.P.Q,496,1.85,0
364,Jeanne-Mance-Viger,165,165,26834,495,27329,49683,98.19,1.81,55.01,3059,Szilagyi,Alessandra,10,P.V.Q./G.P.Q.,319,1.19,0
702,Jean-Talon,182,182,34164,337,34501,46714,99.02,0.98,73.86,2292,Boutin,Joëlle,27,C.A.Q.-E.F.L.,11105,32.5,2988
702,Jean-Talon,182,182,34164,337,34501,46714,99.02,0.98,73.86,2529,Bolduc,Olivier,40,Q.S.,8117,23.76,0
702,Jean-Talon,182,182,34164,337,34501,46714,99.02,0.98,73.86,2197,Coulombe,Gabriel,8,P.Q.,6386,18.69,0
702,Jean-Talon,182,182,34164,337,34501,46714,99.02,0.98,73.86,2704,White,Julie,6,P.L.Q./Q.L.P.,4616,13.51,0
702,Jean-Talon,182,182,34164,337,34501,46714,99.02,0.98,73.86,2783,Clavet,Sébastien,22,P.C.Q-E.E.D.,3541,10.36,0
702,Jean-Talon,182,182,34164,337,34501,46714,99.02,0.98,73.86,2885,Dallaire,Alexandre,10,P.V.Q./G.P.Q.,262,0.77,0
702,Jean-Talon,182,182,34164,337,34501,46714,99.02,0.98,73.86,3031,Cardinal,Julien,99237,C.Q.,93,0.27,0
702,Jean-Talon,182,182,34164,337,34501,46714,99.02,0.98,73.86,2525,Pouleur,Stéphane,29,E.A.,44,0.13,0
126,Johnson,207,207,41800,763,42563,62928,98.21,1.79,67.64,2393,Lamontagne,André,27,C.A.Q.-E.F.L.,21944,52.5,15621
126,Johnson,207,207,41800,763,42563,62928,98.21,1.79,67.64,2631,Daneau,Luce,22,P.C.Q-E.E.D.,6323,15.13,0
126,Johnson,207,207,41800,763,42563,62928,98.21,1.79,67.64,2890,Poirier,Jérémie,8,P.Q.,6024,14.41,0
126,Johnson,207,207,41800,763,42563,62928,98.21,1.79,67.64,2434,Mongeau,Nancy,40,Q.S.,5769,13.8,0
126,Johnson,207,207,41800,763,42563,62928,98.21,1.79,67.64,2850,Younoussa,Mounirou,6,P.L.Q./Q.L.P.,1469,3.51,0
126,Johnson,207,207,41800,763,42563,62928,98.21,1.79,67.64,2798,Courtemanche,Cindy,99286,D.D.,271,0.65,0
570,Joliette,221,221,39330,680,40010,57352,98.3,1.7,69.76,2269,St-Louis,François,27,C.A.Q.-E.F.L.,17925,45.58,5644
570,Joliette,221,221,39330,680,40010,57352,98.3,1.7,69.76,2541,Venne,Véronique,8,P.Q.,12281,31.23,0
570,Joliette,221,221,39330,680,40010,57352,98.3,1.7,69.76,2215,Trudel,Flavie,40,Q.S.,4476,11.38,0
570,Joliette,221,221,39330,680,40010,57352,98.3,1.7,69.76,2321,Laurin,Pascal,22,P.C.Q-E.E.D.,3470,8.82,0
570,Joliette,221,221,39330,680,40010,57352,98.3,1.7,69.76,3060,Crispin,Diana Mélissa,6,P.L.Q./Q.L.P.,1178,3.0,0
922,Jonquière,160,160,30637,387,31024,45320,98.75,1.25,68.46,2407,Gagnon,Yannick,27,C.A.Q.-E.F.L.,18196,59.39,12284
922,Jonquière,160,160,30637,387,31024,45320,98.75,1.25,68.46,2188,Dubé,Caroline,8,P.Q.,5912,19.3,0
922,Jonquière,160,160,30637,387,31024,45320,98.75,1.25,68.46,2417,Champagne,Isabelle,22,P.C.Q-E.E.D.,2926,9.55,0
922,Jonquière,160,160,30637,387,31024,45320,98.75,1.25,68.46,2748,Garcia Martinez,Karla Cynthia,40,Q.S.,2778,9.07,0
922,Jonquière,160,160,30637,387,31024,45320,98.75,1.25,68.46,2959,Solon,Wilda,6,P.L.Q./Q.L.P.,648,2.12,0
922,Jonquière,160,160,30637,387,31024,45320,98.75,1.25,68.46,2948,Bélanger,Line,23,P.N.,177,0.58,0
594,Labelle,185,185,33272,622,33894,52028,98.16,1.84,65.15,2520,Jeannotte,Chantale,27,C.A.Q.-E.F.L.,17662,53.08,11296
594,Labelle,185,185,33272,622,33894,52028,98.16,1.84,65.15,2200,Corbeil,Daniel,8,P.Q.,6366,19.13,0
594,Labelle,185,185,33272,622,33894,52028,98.16,1.84,65.15,2882,Roy,Jasmine,40,Q.S.,4079,12.26,0
594,Labelle,185,185,33272,622,33894,52028,98.16,1.84,65.15,2760,Paquin,Claude,22,P.C.Q-E.E.D.,3173,9.54,0
594,Labelle,185,185,33272,622,33894,52028,98.16,1.84,65.15,2934,Bélizaire,Annie,6,P.L.Q./Q.L.P.,1679,5.05,0
594,Labelle,185,185,33272,622,33894,52028,98.16,1.84,65.15,2722,Beauchamp,François,99237,C.Q.,313,0.94,0
926,Lac-Saint-Jean,156,156,28752,601,29353,43691,97.95,2.05,67.18,2310,Girard,Eric,27,C.A.Q.-E.F.L.,14798,51.47,7431
926,Lac-Saint-Jean,156,156,28752,601,29353,43691,97.95,2.05,67.18,2308,Fradette,William,8,P.Q.,7367,25.62,0
926,Lac-Saint-Jean,156,156,28752,601,29353,43691,97.95,2.05,67.18,2790,Martel,Luc,22,P.C.Q-E.E.D.,3270,11.37,0
926,Lac-Saint-Jean,156,156,28752,601,29353,43691,97.95,2.05,67.18,2528,Moulin,Elsa,40,Q.S.,2178,7.58,0
926,Lac-Saint-Jean,156,156,28752,601,29353,43691,97.95,2.05,67.18,2897,Murray,Tricia,6,P.L.Q./Q.L.P.,867,3.02,0
926,Lac-Saint-Jean,156,156,28752,601,29353,43691,97.95,2.05,67.18,2349,Lavoie,Martin,99237,C.Q.,156,0.54,0
926,Lac-Saint-Jean,156,156,28752,601,29353,43691,97.95,2.05,67.18,2492,Villeneuve,Chantale,99291,P.Li.Q.,116,0.4,0
390,LaFontaine,148,148,25929,374,26303,42199,98.58,1.42,62.33,2743,Tanguay,Marc,6,P.L.Q./Q.L.P.,13398,51.67,8209
390,LaFontaine,148,148,25929,374,26303,42199,98.58,1.42,62.33,2419,Bacchi,Loredana,27,C.A.Q.-E.F.L.,5189,20.01,0
390,LaFontaine,148,148,25929,374,26303,42199,98.58,1.42,62.33,2569,Madih,Yassir,22,P.C.Q-E.E.D.,3406,13.14,0
390,LaFontaine,148,148,25929,374,26303,42199,98.58,1.42,62.33,2522,B-Godbout,Anne,40,Q.S.,2301,8.87,0
390,LaFontaine,148,148,25929,374,26303,42199,98.58,1.42,62.33,2952,Vermette-Tassoni,Shawn,8,P.Q.,1322,5.1,0
390,LaFontaine,148,148,25929,374,26303,42199,98.58,1.42,62.33,2819,Brunet,Quinn,10,P.V.Q./G.P.Q.,313,1.21,0
720,La Peltrie,200,200,44448,579,45027,61092,98.71,1.29,73.7,2319,Caire,Éric,27,C.A.Q.-E.F.L.,19714,44.35,6423
720,La Peltrie,200,200,44448,579,45027,61092,98.71,1.29,73.7,2527,Lachance,Stéphane,22,P.C.Q-E.E.D.,13291,29.9,0
720,La Peltrie,200,200,44448,579,45027,61092,98.71,1.29,73.7,2818,Trudel,Martin,8,P.Q.,4415,9.93,0
720,La Peltrie,200,200,44448,579,45027,61092,98.71,1.29,73.7,2600,Villeneuve,Lucie,40,Q.S.,3954,8.9,0
720,La Peltrie,200,200,44448,579,45027,61092,98.71,1.29,73.7,2933,Doumalin,Frédéric,6,P.L.Q./Q.L.P.,2517,5.66,0
720,La Peltrie,200,200,44448,579,45027,61092,98.71,1.29,73.7,2750,Riedo,Sandra Mara,10,P.V.Q./G.P.Q.,289,0.65,0
720,La Peltrie,200,200,44448,579,45027,61092,98.71,1.29,73.7,3046,Grondin,Olivier,23,P.N.,151,0.34,0
720,La Peltrie,200,200,44448,579,45027,61092,98.71,1.29,73.7,3012,Fortin,Alain,99237,C.Q.,71,0.16,0
720,La Peltrie,200,200,44448,579,45027,61092,98.71,1.29,73.7,2809,Grand'Maison,Martin,99286,D.D.,46,0.1,0
